Symbol,Company,Industry,Series,Face Value(Rs.),Purpose,Ex-Date,Record Date,BC Start Date,BC End Date,No Delivery Start Date,No Delivery End Date
CUPID,Cupid Limited,-,EQ,10, Dividend - Rs 3 Per Share,19-Sep-19,-,21-Sep-19,28-Sep-19,-,-
VADILALIND,Vadilal Industries Limited,-,EQ,10, Dividend - Rs 1.25 Per Share,19-Sep-19,-,21-Sep-19,30-Sep-19,-,-
VALECHAENG,Valecha Engineering Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
VAKRANGEE,Vakrangee Limited,-,EQ,1, Dividend - Rs 0.25 Per Share,19-Sep-19,-,21-Sep-19,25-Sep-19,-,-
AUTOLITIND,Autolite (India) Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
BLKASHYAP,B. L. Kashyap and Sons Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
ZENITHBIR,Zenith Birla (India) Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
RADAAN,Radaan Mediaworks India Limited,-,EQ,2, Annual General Meeting,19-Sep-19,-,22-Sep-19,28-Sep-19,-,-
REGENCERAM,Regency Ceramics Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,30-Sep-19,-,-
SGFL,Shree Ganesh Forgings Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,24-Sep-19,-,-
SUMEETINDS,Sumeet Industries Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
COUNCODOS,Country Condo's Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
CARERATING,CARE Ratings Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 12 Per Share,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
SETCO,Setco Automotive Limited,-,EQ,2, Annual General Meeting/Dividend - Re 1 Per Share,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
CLEDUCATE,CL Educate Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,22-Sep-19,28-Sep-19,-,-
TPLPLASTEH,TPL Plastech Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 3.50 Per Share,19-Sep-19,-,21-Sep-19,28-Sep-19,-,-
ROLLT,Rollatainers Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
EXCEL,Excel Realty N Infra Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
MAHASTEEL,Mahamaya Steel Industries Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,22-Sep-19,30-Sep-19,-,-
DYNPRO,Dynemic Products Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 1.50 Per Share,19-Sep-19,-,21-Sep-19,26-Sep-19,-,-
CREATIVE,Creative Peripherals and Distribution Limited,-,EQ,10, Dividend - Rs 0.5 Per Share,19-Sep-19,20-Sep-19,-,-,-,-
DIAMONDYD,Prataap Snacks Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 1 Per Share,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
SETUINFRA,Setubandhan Infrastructure Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
ORTINLABSS,Ortin Laboratories Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,30-Sep-19,-,-
KRIDHANINF,Kridhan Infra Limited,-,EQ,2, Annual General Meeting,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
BDL,Bharat Dynamics Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 1.67,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
ALANKIT,Alankit Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,22-Sep-19,28-Sep-19,-,-
813GS2022,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,19-Sep-19,20-Sep-19,-,-,-,-
828GS2027,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,19-Sep-19,20-Sep-19,-,-,-,-
833GS2032,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,19-Sep-19,20-Sep-19,-,-,-,-
OPTIEMUS,Optiemus Infracom Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,22-Sep-19,28-Sep-19,-,-
LINCOLN,Lincoln Pharmaceuticals Limited,-,EQ,10, Dividend - Rs 1.5 Per Share,19-Sep-19,-,21-Sep-19,30-Sep-19,-,-
BHANDARI,Bhandari Hosiery Exports Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 0.01 Per Share,19-Sep-19,-,22-Sep-19,28-Sep-19,-,-
GAYAHWS,Gayatri Highways Limited,-,EQ,2, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
NAVKARCORP,Navkar Corporation Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
VIJIFIN,Viji Finance Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
SALASAR,Salasar Techno Engineering Limited,-,EQ,10, Dividend - Rs 1.50 Per Share,19-Sep-19,-,21-Sep-19,28-Sep-19,-,-
SMSLIFE,SMS Lifesciences India Limited,-,EQ,10, Dividend - Rs 1.50 Per Share,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
DUCON,Ducon Infratechnologies Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,22-Sep-19,28-Sep-19,-,-
JIYAECO,Jiya Eco-Products Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.20 Per Sh,19-Sep-19,21-Sep-19,-,-,-,-
VIKASPROP,Vikas Proppant & Granite Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,22-Sep-19,28-Sep-19,-,-
VIKASWSP,Vikas WSP Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,22-Sep-19,28-Sep-19,-,-
BCG,Brightcom Group Limited,-,EQ,2, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
SHARDAMOTR,Sharda Motor Industries Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
VIKASECO,Vikas EcoTech Limited,-,EQ,1, Dividend - Rs 0.05 Per Sh,19-Sep-19,-,21-Sep-19,30-Sep-19,-,-
NILAINFRA,Nila Infrastructures Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
POWERMECH,Power Mech Projects Limited,-,EQ,10, Annual General Meeting/Dividend - Re 1 Per Share,19-Sep-19,-,23-Sep-19,25-Sep-19,-,-
ORTEL,Ortel Communications Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,28-Sep-19,-,-
AGROPHOS,Agro Phos India Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,23-Sep-19,30-Sep-19,-,-
LASA,Lasa Supergenerics Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
DOLAT,Dolat Investments Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,21-Sep-19,28-Sep-19,-,-
NILASPACES,Nila Spaces Limited,-,EQ,1, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
SEYAIND,Seya Industries Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 1.5 Per Share,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
GBGLOBAL,GB Global Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,26-Sep-19,-,-
JMA,Jullundur Motor Agency (Delhi) Limited,-,EQ,2, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
TECHNOE,Techno Electric & Engineering Company Limited,-,EQ,2, Annual General Meeting,19-Sep-19,-,23-Sep-19,28-Sep-19,-,-
BYKE,The Byke Hospitality Ltd,-,EQ,10, Annual General Meeting,19-Sep-19,-,21-Sep-19,27-Sep-19,-,-
HCG,Healthcare Global Enterprises Limited,-,EQ,10, Annual General Meeting,19-Sep-19,-,23-Sep-19,26-Sep-19,-,-
CREATIVEYE,Creative Eye Limited,-,EQ,5, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
DCW,DCW Limited,-,EQ,2, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
RAJVIR,Rajvir Industries Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
RICOAUTO,Rico Auto Industries Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 0.40 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
ALCHEM,Alchemist Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SRSLTD,SRS Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
JAICORPLTD,Jai Corp Limited,-,EQ,1, Dividend - Rs 0.50 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
GENUSPAPER,Genus Paper & Boards Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
MOLDTKPAC,Mold-Tek Packaging Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 2 Per Equity Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
GOODLUCK,Goodluck India Limited,-,EQ,2, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
TVVISION,TV Vision Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
CMICABLES,CMI Limited,-,EQ,10, Annual General Meeting/Dividend - Re 1 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
VENUSREM,Venus Remedies Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
IIFL,IIFL Finance Limited,-,EQ,2, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SKIL,SKIL Infrastructure Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
AGARIND,Agarwal Industrial Corporation Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 1.80 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
RAJESHEXPO,Rajesh Exports Limited,-,EQ,1, Dividend - Re 1 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SGL,STL Global Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SUNTECK,Sunteck Realty Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 1.5 Per Share,20-Sep-19,-,24-Sep-19,27-Sep-19,-,-
VIVIDHA,Visagar Polytex Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
ATULAUTO,Atul Auto Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 1.25 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
TARMAT,Tarmat Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PNCINFRA,PNC Infratech Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.50 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
5PAISA,5Paisa Capital Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
HITECHCORP,Hitech Corporation Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.90 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
METALFORGE,Metalyst Forgings Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,28-Sep-19,-,-
PRABHAT,Prabhat Dairy Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SATIA,Satia Industries Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 1.50 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PALREDTEC,Palred Technologies Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PARAGMILK,Parag Milk Foods Limited,-,EQ,10, Annual General Meeting/Dividend - Re 1 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
ADROITINFO,Adroit Infotech Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
82GS2025,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,20-Sep-19,23-Sep-19,-,-,-,-
PODDARHOUS,Poddar Housing and Development Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 1.50 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SASTASUNDR,Sastasundar Ventures Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SABEVENTS,Sab Events & Governance Now Media Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
URJA,Urja Global Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
CAPTRUST,Capital Trust Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.50 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
MOLDTECH,Mold-Tek Technologies Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.60 Per Equity Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
CONFIPET,Confidence Petroleum India Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
NECCLTD,North Eastern Carrying Corporation Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SPICEJET,SPICEJET LTD,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SIGIND,Signet Industries Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.50 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PPL,Prakash Pipes Limited,-,EQ,10, Dividend - Rs 1.2 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
LIBAS,Libas Designs Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
INTENTECH,Intense Technologies Limited,-,EQ,2, Dividend - Rs 0.20 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SOMICONVEY,Somi Conveyor Beltings Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
STEELXIND,STEEL EXCHANGE INDIA LIMITED,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
BIGBLOC,Bigbloc Construction Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
JUMPNET,Jump Networks Limited,-,EQ,5, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
AKSHARCHEM,AksharChem India Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 3.5 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
GOENKA,Goenka Diamond and Jewels Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,27-Sep-19,-,-
ARIHANT,Arihant Foundations & Housing Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PRAENG,Prajay Engineers Syndicate Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PTC,PTC India Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 4 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
KOHINOOR,Kohinoor Foods Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
RAJSREESUG,Rajshree Sugars & Chemicals Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
WANBURY,Wanbury Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
GUFICBIO,Gufic Biosciences Limited,-,EQ,1, Annual General Meeting/Dividend - Rs 0.05 Per Equity Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
AKSHOPTFBR,Aksh Optifibre Limited,-,EQ,5, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
CCCL,Consolidated Construction Consortium Limited,-,EQ,2, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
CELEBRITY,Celebrity Fashions Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
KAVVERITEL,Kavveri Telecom Products Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
MODIRUBBER,Modi Rubber Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
KERNEX,Kernex Microsystems (India) Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
RAJOIL,Raj Oil Mills Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 2.00 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
DALALSTCOM,DSJ Communications Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
RAJASPETRO,Rajasthan Petro Synthetics Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
ENERGYDEV,Energy Development Company Limited,-,EQ,10, Dividend - Rs 0.50 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
ANANTRAJ,Anant Raj Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.24 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
ARENTERP,Rajdarshan Industries Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PRAKASH,Prakash Industries Limited,-,EQ,10, Dividend - Rs 1.20 Per Share,20-Sep-19,-,24-Sep-19,28-Sep-19,-,-
NAHARINDUS,Nahar Industrial Enterprises Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
IRB,IRB Infrastructure Developers Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,26-Sep-19,-,-
MADHAV,Madhav Marbles and Granites Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.25 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
THOMASCOTT,Thomas Scott (India) Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
KNRCON,KNR Constructions Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.40 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
TANLA,Tanla Solutions Limited,-,EQ,1, Annual General Meeting/Dividend -Rs 0.35 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
INDTERRAIN,Indian Terrain Fashions Limited,-,EQ,2, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
BGLOBAL,Bharatiya Global Infomedia Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
DSSL,Dynacons Systems & Solutions Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
KANANIIND,Kanani Industries Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,-,EQ,5, Annual General Meeting/Dividend - Rs 0.25 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PBAINFRA,PBA Infrastructure Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,28-Sep-19,-,-
DAAWAT,LT Foods Limited,-,EQ,1, Dividend - Rs 0.15 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
AUSTRAL,Austral Coke & Projects Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
UNIPLY,Uniply Industries Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.24 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
GUJRAFFIA,Gujarat Raffia Industries Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
HMT,HMT Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
BURNPUR,Burnpur Cement Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
DCM,DCM  Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
BANG,Bang Overseas Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
GMDCLTD,Gujarat Mineral Development Corporation Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 2 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
ORISSAMINE,The Orissa Minerals Development Company Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,25-Sep-19,-,-
EKC,Everest Kanto Cylinder Limited,-,EQ,2, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
KILITCH,Kilitch Drugs (India) Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.5 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PFS,PTC India Financial Services Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.8 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
GLOBOFFS,Global Offshore Services Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,27-Sep-19,-,-
GAL,Gyscoal Alloys Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SUNDARAM,Sundaram Multi Pap Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
PFOCUS,Prime Focus Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
VIMALOIL,Vimal Oil & Foods Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
ARSHIYA,Arshiya Limited,-,EQ,2, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
ASIANTILES,Asian Granito India Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 0.60 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SABTN,Sri Adhikari Brothers Television Network Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SSWL,Steel Strips Wheels Limited,-,EQ,10, Annual General Meeting/Dividend - Rs 4 Per Share,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SYNCOM,Syncom Healthcare Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
VISESHINFO,Visesh Infotecnics Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
WEBELSOLAR,Websol Energy System Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
SPYL,Shekhawati Poly-Yarn Limited,-,EQ,1, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
VASWANI,Vaswani Industries Limited,-,EQ,10, Annual General Meeting,20-Sep-19,-,24-Sep-19,30-Sep-19,-,-
JAINSTUDIO,Jain Studios Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,30-Sep-19,-,-
SPCENET,Spacenet Enterprises India Limited,-,EQ,1, Annual General Meeting,23-Sep-19,-,25-Sep-19,28-Sep-19,-,-
BEARDSELL,Beardsell Limited,-,EQ,2, Annual General Meeting/Dividend - Rs 0.24 Per Share,23-Sep-19,-,25-Sep-19,30-Sep-19,-,-
RENUKA,Shree Renuka Sugars Limited,-,EQ,1, Annual General Meeting,23-Sep-19,-,25-Sep-19,30-Sep-19,-,-
DCMFINSERV,DCM Financial Services Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,30-Sep-19,-,-
IVC,IL&FS Investment Managers Limited,-,EQ,2, Dividend - Rs 0.30 Per Share,23-Sep-19,-,25-Sep-19,30-Sep-19,-,-
JINDALPHOT,Jindal Photo Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,27-Sep-19,-,-
BFINVEST,BF Investment Limited,-,EQ,5, Annual General Meeting,23-Sep-19,-,25-Sep-19,25-Sep-19,-,-
GLOBALVECT,Global Vectra Helicorp Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,26-Sep-19,-,-
CEBBCO,Commercial Engineers & Body Builders Co Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,28-Sep-19,-,-
CYBERMEDIA,Cyber Media (India) Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,30-Sep-19,-,-
LYPSAGEMS,Lypsa Gems & Jewellery Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,30-Sep-19,-,-
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,27-Sep-19,-,-
CNOVAPETRO,CIL Nova Petrochemicals Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,27-Sep-19,-,-
VIVIMEDLAB,Vivimed Labs Limited,-,EQ,2, Annual General Meeting,23-Sep-19,-,25-Sep-19,30-Sep-19,-,-
CEREBRAINT,Cerebra Integrated Technologies Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,25-Sep-19,-,-
SCAPDVR,Stampede Capital Limited,-,EQ,1, Annual General Meeting,23-Sep-19,-,25-Sep-19,28-Sep-19,-,-
STAMPEDE,Stampede Capital Limited,-,EQ,1, Annual General Meeting,23-Sep-19,-,25-Sep-19,28-Sep-19,-,-
597GS2025,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,23-Sep-19,24-Sep-19,-,-,-,-
601GS2028,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,23-Sep-19,24-Sep-19,-,-,-,-
PROSEED,Proseed India Limited,-,EQ,1, Annual General Meeting,23-Sep-19,-,25-Sep-19,28-Sep-19,-,-
CONSOFINVT,Consolidated Finvest & Holdings Limited,-,EQ,10, Annual General Meeting,23-Sep-19,-,25-Sep-19,27-Sep-19,-,-
